TranscriptName	GeneGo	length
XM_031570567.1	 GO:0005789;GO:0005886;GO:0005516;GO:0005085;GO:0007264;	2271
XM_031570162.1	 GO:0005737;GO:0030660;GO:0016020;GO:0005886;GO:0019034;GO:0004430;GO:0005524;GO:0016301;GO:0052742;GO:0044803;GO:0046854;GO:0048015;GO:0016310;GO:0046786;GO:0039694;	172345
XM_031570282.1	 GO:0005923;GO:0016021;GO:0005886;GO:0061689;GO:0045216;GO:0007605;	23
XM_031570909.1	 GO:0004190;GO:0003677;GO:0003887;GO:0004519;GO:0046872;GO:0003723;GO:0003964;GO:0015074;GO:0006310;	15588
XM_031559072.1	 GO:0005737;GO:0030660;GO:0016020;GO:0005886;GO:0004430;GO:0005524;GO:0052742;GO:0046854;GO:0048015;	36551
XM_031558539.1	 GO:0005737;GO:0005829;GO:0031965;GO:0000151;GO:0042802;GO:0008139;GO:0003676;GO:0061630;GO:0004842;GO:0008270;GO:0000165;GO:0009968;GO:0016567;GO:0007265;	851
XM_031577384.1	-	168
XM_031580467.1	-	2388
XM_012814313.2	 GO:0005576;GO:0005615;GO:0004175;GO:0046872;GO:0004222;GO:0008237;GO:0007565;GO:0006508;GO:0032354;GO:0051384;	10414
XM_031562052.1	-	1438
XM_031569952.1	 GO:0005634;GO:0000981;GO:0046983;GO:0008270;GO:0022604;GO:0006357;	2032
XM_031577309.1	 GO:0016323;GO:0030425;GO:0016021;GO:0043025;GO:0005886;GO:0032991;GO:0015095;GO:0015081;GO:0022857;GO:0070166;GO:0010960;GO:0015693;GO:0055065;GO:0050896;GO:0007601;	2426
XM_031577310.1	 GO:0016323;GO:0030425;GO:0016021;GO:0043025;GO:0005886;GO:0032991;GO:0015095;GO:0015081;GO:0022857;GO:0070166;GO:0010960;GO:0015693;GO:0055065;GO:0050896;GO:0007601;	3910
XM_012816254.2	 GO:0016021;GO:0016020;GO:0005886;GO:0022857;GO:0006811;	18768
XM_031578608.1	 GO:0030425;GO:0016021;GO:0043025;GO:0005886;GO:0022857;GO:0006811;	2144
XM_012820340.2	 GO:0016323;GO:0030425;GO:0016021;GO:0043025;GO:0005886;GO:0032991;GO:0015095;GO:0015081;GO:0022857;GO:0070166;GO:0010960;GO:0015693;GO:0055065;GO:0050896;GO:0007601;	3068
XM_012840402.2	 GO:0016323;GO:0016021;GO:0043231;GO:0005886;GO:0005524;GO:0015095;GO:0022857;GO:0010960;	3087
XM_031577708.1	 GO:0016323;GO:0016021;GO:0043231;GO:0005886;GO:0005524;GO:0015095;GO:0022857;GO:0010960;	19511
XM_031577705.1	 GO:0016021;GO:0016020;GO:0005886;GO:0022857;GO:0006811;	2765
XM_012815244.2	 GO:0005634;GO:0001227;GO:0003690;GO:0032422;GO:0000977;GO:0043565;GO:0030154;GO:0008283;	972
XM_012820353.2	 GO:0005634;GO:0001227;GO:0003690;GO:0032422;GO:0000977;GO:0043565;GO:0030154;GO:0008283;	275
XM_012820897.2	 GO:0005737;GO:0030425;GO:0032839;GO:0005662;GO:0098978;GO:0043025;GO:0005634;GO:0098794;GO:0014069;GO:0003677;GO:0003700;GO:0001227;GO:0003690;GO:0003691;GO:0032422;GO:0003723;GO:0000977;GO:0043565;GO:0003697;GO:0046332;GO:0008134;GO:0000900;GO:0030154;GO:0098963;GO:0006268;GO:0050673;GO:0046651;GO:0007093;GO:0045892;GO:0007399;GO:0008284;	172
XM_012815255.2	 GO:0000790;GO:0000786;GO:0003677;GO:0046982;GO:0006325;GO:0006342;	1176
XM_012815386.2	 GO:0005737;GO:0005868;GO:0051082;GO:0060271;GO:0032502;GO:0006457;GO:1905793;	881
XM_031570726.1	 GO:0005954;GO:0005737;GO:0005829;GO:0030425;GO:0098978;GO:0005815;GO:0043005;GO:0043204;GO:0014069;GO:0033017;GO:0051233;GO:0005524;GO:0005516;GO:0004683;GO:0042802;GO:0043274;GO:0042803;GO:0019901;GO:0004674;GO:0098973;GO:0060466;GO:0006816;GO:0048858;GO:0000082;GO:0002030;GO:0060291;GO:0050885;GO:0018105;GO:2001235;GO:0061003;GO:0010976;GO:0032430;GO:0090129;GO:0046777;GO:0048169;GO:2001222;GO:1903076;GO:0032222;GO:0046686;	17793
XM_031570743.1	 GO:0005954;GO:0005737;GO:0043005;GO:0014069;GO:0033017;GO:0005524;GO:0005516;GO:0004683;GO:0042802;GO:0042803;GO:0004674;GO:0006816;GO:0000082;GO:0046777;GO:0010975;GO:1903076;GO:1901897;GO:0001666;GO:0006979;	17793
XM_031585342.1	 GO:0043194;GO:0005954;GO:0005737;GO:0005829;GO:0014704;GO:0031594;GO:0043005;GO:0043025;GO:0005634;GO:0048471;GO:0032991;GO:0016529;GO:0033017;GO:0030315;GO:0005524;GO:0005516;GO:0004683;GO:0042802;GO:0044325;GO:0050998;GO:0042803;GO:0004672;GO:0004674;GO:0019871;GO:0031432;GO:0006816;GO:0086003;GO:0060048;GO:0061049;GO:0030007;GO:0032469;GO:0000082;GO:1902306;GO:2000650;GO:0018105;GO:0018107;GO:0010666;GO:0010613;GO:2000573;GO:0070374;GO:0010971;GO:0035022;GO:0014911;GO:1904707;GO:0046777;GO:0006468;GO:1902514;GO:0098901;GO:0098909;GO:0010881;GO:0010649;GO:1901844;GO:0060341;GO:0003254;GO:1903076;GO:1901897;GO:0010880;GO:0002028;GO:0055119;GO:0001666;	15794
XM_031585349.1	-	15794
XM_031577152.1	 GO:0005954;GO:0005737;GO:0005829;GO:0030425;GO:0098978;GO:0005815;GO:0043005;GO:0043204;GO:0014069;GO:0033017;GO:0051233;GO:0005524;GO:0005516;GO:0004683;GO:0042802;GO:0043274;GO:0042803;GO:0019901;GO:0004674;GO:0098973;GO:0060466;GO:0006816;GO:0048858;GO:0000082;GO:0002030;GO:0060291;GO:0050885;GO:0018105;GO:2001235;GO:0061003;GO:0010976;GO:0032430;GO:0090129;GO:0046777;GO:0048169;GO:2001222;GO:1903076;GO:0032222;GO:0046686;	5315
XM_031577150.1	 GO:0005954;GO:0005737;GO:0005829;GO:0030666;GO:0005815;GO:0043005;GO:0005654;GO:0033017;GO:0045202;GO:0003779;GO:0005524;GO:0005516;GO:0004683;GO:0042802;GO:0042803;GO:0060333;GO:0061003;GO:0010976;GO:0090129;GO:0046777;GO:0006468;GO:0051924;GO:1900034;GO:0060998;GO:0048169;GO:2001222;GO:0014733;GO:0051823;GO:0007165;	12086
XM_031577157.1	 GO:0005954;GO:0005737;GO:0005829;GO:0030425;GO:0098978;GO:0005815;GO:0043005;GO:0043204;GO:0014069;GO:0033017;GO:0051233;GO:0005524;GO:0005516;GO:0004683;GO:0042802;GO:0043274;GO:0042803;GO:0019901;GO:0004674;GO:0098973;GO:0060466;GO:0006816;GO:0048858;GO:0000082;GO:0002030;GO:0060291;GO:0050885;GO:0018105;GO:2001235;GO:0061003;GO:0010976;GO:0032430;GO:0090129;GO:0046777;GO:0048169;GO:2001222;GO:1903076;GO:0032222;GO:0046686;	12943
XM_031577156.1	 GO:0005954;GO:0005737;GO:0005829;GO:0030425;GO:0098978;GO:0005815;GO:0043005;GO:0043204;GO:0014069;GO:0033017;GO:0051233;GO:0005524;GO:0005516;GO:0004683;GO:0042802;GO:0043274;GO:0042803;GO:0019901;GO:0004674;GO:0098973;GO:0060466;GO:0006816;GO:0048858;GO:0000082;GO:0002030;GO:0060291;GO:0050885;GO:0018105;GO:2001235;GO:0061003;GO:0010976;GO:0032430;GO:0090129;GO:0046777;GO:0048169;GO:2001222;GO:1903076;GO:0032222;GO:0046686;	13269
XM_012815346.2	 GO:0005759;GO:0005739;GO:0005634;GO:0045252;GO:0046872;GO:0004591;GO:0030976;GO:0006103;GO:0006096;GO:0106077;GO:0006104;GO:0006099;	10454
XM_012815354.2	 GO:0005759;GO:0031966;GO:0005739;GO:0005634;GO:0045252;GO:0046872;GO:0004591;GO:0030976;GO:0006103;GO:0006091;GO:0006096;GO:0106077;GO:0006554;GO:0006104;GO:0006099;	10454
XM_031577149.1	 GO:0005759;GO:0031966;GO:0005739;GO:0005634;GO:0045252;GO:0046872;GO:0004591;GO:0030976;GO:0006103;GO:0006091;GO:0006096;GO:0106077;GO:0006104;GO:0006099;	10454
XM_012835923.2	 GO:0005759;GO:0031966;GO:0005739;GO:0005634;GO:0045252;GO:0046872;GO:0004591;GO:0030976;GO:0006103;GO:0006091;GO:0006096;GO:0106077;GO:0006104;GO:0006099;	4838
XM_012835924.2	 GO:0005759;GO:0031966;GO:0005739;GO:0005634;GO:0045252;GO:0046872;GO:0004591;GO:0030976;GO:0006103;GO:0006091;GO:0006096;GO:0106077;GO:0006554;GO:0006104;GO:0006099;	4838
XM_012838383.2	 GO:0005759;GO:0046872;GO:0004591;GO:0030976;GO:0006096;GO:0006099;	644
XM_031577920.1	 GO:0005739;GO:0043596;GO:0005654;GO:0005634;GO:0030374;GO:0001085;GO:0061665;GO:0003712;GO:0008270;GO:0048096;GO:0045944;GO:0016925;GO:0006357;	6182
XM_031570072.1	 GO:0005737;GO:0003755;GO:0006457;	380
XM_012838549.2	 GO:0005737;GO:0043231;GO:0005743;GO:0005759;GO:0005757;GO:0005739;GO:0016018;GO:0042277;GO:0003755;GO:0008637;GO:0071243;GO:0071277;GO:0070301;GO:1902686;GO:0070266;GO:0043066;GO:0032780;GO:2001243;GO:0090324;GO:2000276;GO:0090201;GO:0090200;GO:0006457;GO:0000413;GO:0042981;GO:0046902;GO:1902445;GO:0010939;GO:0010849;GO:0002931;GO:0006979;	289
XM_031558649.1	 GO:0005829;GO:0031965;GO:0016607;GO:0005886;GO:0005524;GO:0047696;GO:0004703;GO:0008289;GO:0004674;GO:0006915;GO:0002029;GO:0045444;GO:0106072;GO:0043066;GO:0008284;GO:0046777;GO:0051726;GO:0008277;GO:0007217;GO:0016055;	1226
XM_031558907.1	 GO:0035097;GO:0071339;GO:0044666;GO:0005719;GO:0005654;GO:0005634;GO:0048188;GO:0008013;GO:1990188;GO:0046872;GO:0000976;GO:1904837;GO:0006974;GO:0030097;GO:0051568;GO:0008284;GO:0045944;GO:0045652;GO:0006355;GO:0043627;GO:0006351;	2003
XM_012815947.2	 GO:0005737;GO:0005615;GO:0005634;GO:0005516;GO:0004180;GO:0005518;GO:0001227;GO:0004181;GO:0000977;GO:0003714;GO:0008270;GO:0000122;GO:0006518;GO:0016485;GO:1904026;GO:0006355;	308
XM_031558765.1	 GO:0062023;GO:0005737;GO:0070062;GO:0005576;GO:0005615;GO:0005634;GO:0005516;GO:0005518;GO:0001227;GO:0004181;GO:0000977;GO:0003714;GO:0008270;GO:0000122;GO:0006518;GO:0016485;GO:1904026;	2465
XM_012839886.2	 GO:0005829;GO:0004842;GO:0006464;GO:0043687;GO:0000209;GO:0006508;	4957
XM_031577755.1	 GO:0005737;GO:0005886;GO:0005085;GO:0007264;	14337
XM_012839885.2	 GO:0062023;GO:0005615;GO:0005102;GO:0001525;	2085
XM_031563642.1	 GO:0005634;GO:0003677;GO:0046872;GO:0045892;	24373
XM_012839860.2	 GO:0005634;GO:0003677;GO:0046872;GO:0006357;	241
XM_031563640.1	 GO:0005634;GO:0003677;GO:0046872;GO:0045892;	62963
XM_012830198.2	 GO:0000790;GO:0005634;GO:0003700;GO:0000981;GO:0046872;GO:0000977;GO:0071542;GO:0009953;GO:0001701;GO:0007275;GO:0030182;GO:0045944;GO:0006355;	9115
XM_031570903.1	 GO:0005634;GO:0000981;GO:0046872;GO:0000977;GO:0072164;GO:0030182;GO:0045944;	44300
XM_012830201.2	 GO:0005829;GO:0005769;GO:0010008;GO:0000813;GO:0070062;GO:0043657;GO:0005770;GO:0031902;GO:0005634;GO:0005886;GO:0031982;GO:0008289;GO:0016197;GO:0075733;GO:0015031;GO:0042058;GO:0043162;GO:0046755;GO:0019058;GO:0019075;	16322
XM_012830199.2	 GO:0005829;GO:0005769;GO:0010008;GO:0000813;GO:0070062;GO:0043657;GO:0005770;GO:0031902;GO:0005634;GO:0005886;GO:0031982;GO:0008289;GO:0016197;GO:0075733;GO:0015031;GO:0042058;GO:0043162;GO:0046755;GO:0019058;GO:0019075;	19417
XM_012818070.2	 GO:0005634;GO:0005667;GO:0003682;GO:0001228;GO:0000981;GO:0000978;GO:0008134;GO:0009887;GO:0007420;GO:0048568;GO:0001654;GO:0048666;GO:0045944;GO:0006357;	993
XM_012818884.2	 GO:0005737;GO:0005874;GO:0005634;GO:2000134;GO:0070507;GO:2000035;	24
XM_012830210.2	 GO:0005737;GO:0005829;GO:0005794;GO:0005654;GO:0005886;GO:0031932;GO:0070300;GO:0005547;GO:0043325;GO:0080025;GO:0005546;GO:0019901;GO:0017016;GO:0030950;GO:0046580;GO:0033138;GO:1900407;GO:0038203;	37704
XM_031577338.1	 GO:0031463;GO:0005654;GO:0016567;GO:0006511;	7085
XM_031577427.1	 GO:0009986;GO:0010008;GO:0005887;GO:0005886;GO:0038024;GO:0005537;GO:0038023;GO:0004888;GO:0001618;GO:0071346;GO:0071353;GO:0071222;GO:0006898;	952
XM_031577332.1	 GO:0001650;GO:0005654;GO:0005634;GO:0032783;GO:0008023;GO:0035327;GO:0010468;GO:0007286;GO:0006366;GO:0006368;	321
XM_031577395.1	 GO:0005829;GO:0005634;GO:0001917;GO:0001750;GO:0005509;GO:0030544;GO:0051879;GO:0005506;GO:0030145;GO:0031435;GO:0004722;GO:0050906;GO:0043409;GO:0010801;GO:0006470;GO:0043506;GO:0043405;GO:0007601;	754
XM_031577398.1	 GO:0005829;GO:0005634;GO:0001917;GO:0001750;GO:0005509;GO:0030544;GO:0051879;GO:0005506;GO:0030145;GO:0031435;GO:0004722;GO:0050906;GO:0043409;GO:0010801;GO:0006470;GO:0043506;GO:0043405;GO:0007601;	499
XM_031564916.1	 GO:0005829;GO:0005768;GO:0016021;GO:0005802;GO:0045332;GO:0042147;	26
XM_031558398.1	 GO:0016021;GO:0007155;	48
XM_031559060.1	 GO:0016021;GO:0007155;	4115
XM_031558735.1	 GO:0016021;GO:0022857;GO:0001675;GO:0030382;GO:0007289;	3697
XM_031571083.1	-	3092
XM_031574229.1	 GO:0016021;GO:0022857;GO:0001675;GO:0030382;GO:0007289;	1152
XM_012814439.2	 GO:0005829;GO:0005730;GO:0005654;GO:0005634;GO:0005819;GO:0003677;GO:0035064;GO:0006325;GO:0007276;GO:0051321;GO:0007275;GO:0045893;GO:0030177;GO:0006355;GO:0009303;GO:0016055;	987
XM_031571086.1	 GO:0005829;GO:0005730;GO:0005654;GO:0005634;GO:0005819;GO:0003677;GO:0035064;GO:0006325;GO:0007276;GO:0051321;GO:0007275;GO:0045893;GO:0030177;GO:0006355;GO:0009303;GO:0016055;	575
XM_012830074.2	-	1466
XM_012830197.2	 GO:0016607;GO:0005654;GO:0005634;GO:0005886;GO:0003729;GO:1990247;GO:0003723;GO:0009048;GO:0006406;GO:0006376;GO:0000398;GO:0010608;GO:0000381;GO:0048024;	7849
XM_012818677.2	-	288
XM_031577787.1	 GO:0005789;GO:0016021;GO:0043231;GO:0016020;GO:0015020;GO:0008194;GO:0052695;GO:0008202;	6874
XM_012830603.2	-	174
XM_012830560.2	-	232
XM_031577788.1	 GO:0016021;GO:0043231;GO:0015020;GO:0008194;GO:0052695;GO:0009636;GO:0007608;	901
XM_031577793.1	 GO:0005801;GO:0005794;GO:0030173;GO:0005634;GO:0016740;GO:0006493;GO:0035269;	1735
XM_012830141.2	-	12624
XM_012830207.2	 GO:0005813;GO:0097542;GO:0005929;GO:0031410;GO:0030992;GO:0031514;GO:0005634;GO:0048487;GO:0003682;GO:0060271;GO:0007368;GO:0007507;GO:0042073;GO:0035735;GO:0003334;GO:0050680;GO:1905515;GO:0007219;GO:0033630;GO:0045944;	11355
XM_031577852.1	 GO:0016021;GO:0005886;GO:0038023;GO:0048874;GO:0032637;GO:1901224;GO:0001817;GO:0050727;GO:0002224;GO:0038008;	314
XM_031578288.1	 GO:0005634;GO:0003700;GO:0000976;GO:0007265;	49405
XM_031577651.1	 GO:0005737;GO:0005856;GO:0005925;GO:0005887;GO:0043235;GO:0005524;GO:0004714;GO:0001525;GO:0001935;GO:0007507;GO:0007275;GO:0045766;GO:0010595;GO:0033674;GO:0043410;GO:0014068;GO:0051897;GO:0007169;	11969
XM_012830086.2	 GO:0046872;GO:0035330;	9575
XM_012828255.2	-	7826
XM_012841635.2	 GO:0005576;GO:0005104;GO:0008083;GO:0090722;GO:0030154;GO:0008543;GO:0060113;GO:0043524;GO:0008284;GO:0070374;GO:0060043;GO:0045664;	113
XM_031578286.1	 GO:0005634;GO:0003700;GO:0000976;GO:0007265;	22260
XM_012821825.2	-	140
XM_012830040.2	 GO:0005654;GO:0046872;GO:0043565;GO:0007049;	83
XM_031571401.1	-	19
XM_012830174.2	 GO:0005789;GO:0016021;GO:0046872;GO:0061630;GO:0043009;	1262
XM_012830172.2	 GO:0034451;GO:0005813;GO:0005801;GO:0005737;GO:0005829;GO:0070695;GO:0005874;GO:0000242;GO:0034452;GO:0045505;GO:0045503;GO:0051959;GO:0042802;GO:0008017;GO:0031122;GO:0030705;GO:0045022;GO:0007032;GO:0008333;GO:0051645;GO:0022027;GO:0007040;GO:0034454;GO:0050768;GO:0097150;GO:0071539;GO:0015031;	15506
XR_004164772.1	 GO:0034451;GO:0005813;GO:0005801;GO:0005737;GO:0005829;GO:0070695;GO:0005874;GO:0000242;GO:0034452;GO:0045505;GO:0045503;GO:0051959;GO:0042802;GO:0008017;GO:0031122;GO:0030705;GO:0045022;GO:0007032;GO:0008333;GO:0051645;GO:0022027;GO:0007040;GO:0034454;GO:0050768;GO:0097150;GO:0071539;GO:0015031;	15523
XM_031574350.1	 GO:0005813;GO:0005737;GO:0005829;GO:0070695;GO:0005874;GO:0051959;GO:0008017;GO:0031122;GO:0030705;GO:0045022;GO:0007032;GO:0008333;GO:0007040;GO:0015031;	151
XM_031578018.1	 GO:0031301;GO:0005887;GO:0016020;GO:0046872;GO:0004222;GO:0017147;GO:0060322;GO:0030178;GO:0006508;GO:0016055;	31291
XM_012820570.2	 GO:0031301;GO:0005887;GO:0016020;GO:0046872;GO:0004222;GO:0017147;GO:0030178;GO:0016055;	27178
XM_031575230.1	 GO:0031301;GO:0005887;GO:0016020;GO:0046872;GO:0004222;GO:0017147;GO:0030178;GO:0016055;	89
XM_031577481.1	 GO:0030424;GO:0032584;GO:0099061;GO:0045121;GO:0005886;GO:0098685;GO:0042802;GO:0005042;GO:0003713;GO:0033564;GO:0006915;GO:0007411;GO:0033563;GO:0001764;GO:0070374;GO:0010976;GO:0099170;GO:1901214;GO:0021965;	123160
XM_012830184.2	 GO:0005829;GO:0000792;GO:0000118;GO:0042025;GO:0000790;GO:0005654;GO:0005634;GO:0032991;GO:0070742;GO:0003682;GO:0008327;GO:0003729;GO:0019904;GO:0003696;GO:0035197;GO:0007568;GO:0043044;GO:0034622;GO:0071407;GO:0006346;GO:0048568;GO:0007507;GO:0042711;GO:0000122;GO:0045892;GO:0035563;GO:0030177;GO:0000183;GO:0042127;GO:0044030;GO:0032355;GO:0009612;GO:0031667;	3394
XR_004164705.1	-	20
XM_012823364.2	 GO:0009986;GO:0009897;GO:0005576;GO:0016021;GO:0005886;GO:0045569;GO:1902042;GO:0043065;GO:0036462;	83
XM_031558767.1	 GO:0009925;GO:0005604;GO:0016323;GO:0030054;GO:0005737;GO:0098978;GO:0030056;GO:0031965;GO:0016607;GO:0005634;GO:0005886;GO:0098794;GO:0005176;GO:0005102;GO:0005200;GO:0045175;GO:0007155;GO:0071356;GO:0007173;GO:0038128;GO:0045197;GO:0007229;GO:0045104;GO:0071638;GO:0032088;GO:0070433;GO:0006605;GO:0099072;GO:0032496;GO:0032495;GO:0007165;	13610
XR_004165083.1	-	19
XM_031577474.1	 GO:0016607;GO:0005654;GO:0005681;GO:0003723;GO:0006397;GO:0000381;GO:0008380;	367
XR_004164780.1	-	291
XM_031577475.1	 GO:0016607;GO:0005654;GO:0005681;GO:0003723;GO:0006397;GO:0000381;GO:0008380;	720
XM_031577277.1	 GO:0005737;GO:0005524;GO:0000287;GO:0004674;GO:0007010;GO:0035556;GO:0018105;	46977
XM_031572898.1	 GO:0030424;GO:0005737;GO:0005856;GO:0030425;GO:0043005;GO:0043025;GO:0005886;GO:0005524;GO:0000287;GO:0008017;GO:0004674;GO:0007420;GO:0007010;GO:0035556;GO:0018105;GO:0006468;	10378
XM_031574956.1	 GO:0005737;GO:0015630;GO:0005886;GO:0005524;GO:0000287;GO:0008017;GO:0019902;GO:0004674;GO:0007010;GO:0035556;GO:0018105;GO:0006468;GO:0045075;GO:0048515;	8038
XM_031584950.1	 GO:0005829;GO:0010008;GO:0005794;GO:0016020;GO:0005640;GO:0005886;GO:1902387;GO:1902388;GO:0008289;GO:0005543;GO:1902389;GO:0035627;GO:0120009;GO:0010507;GO:0050713;GO:1900226;	1287
XM_031578401.1	 GO:0005737;GO:0005634;GO:0001678;GO:0032869;GO:0043066;GO:1900103;GO:0042307;GO:0033120;GO:0045944;GO:0050821;GO:0015031;GO:0034976;GO:0007165;	210999
XM_012842168.2	 GO:0005829;GO:0005942;GO:0016303;GO:0046935;GO:0001784;GO:0002042;GO:0008286;GO:0006661;GO:0046854;GO:0030335;GO:0010628;GO:0001934;GO:0043491;GO:0043551;	1318
XM_031574962.1	 GO:0005737;GO:0005634;GO:0001678;GO:0032869;GO:0043066;GO:1900103;GO:0042307;GO:0033120;GO:0045944;GO:0050821;GO:0015031;GO:0034976;GO:0007165;	1318
XM_012827939.2	 GO:0005737;GO:0005634;GO:0001678;GO:0032869;GO:0043066;GO:1900103;GO:0042307;GO:0033120;GO:0045944;GO:0050821;GO:0015031;GO:0034976;GO:0007165;	699
XM_031569891.1	 GO:0062023;GO:0007155;	588
XM_012830214.2	 GO:0062023;GO:0005615;GO:0005102;GO:0007155;GO:0007399;GO:0042127;	892
XM_031577119.1	 GO:0062023;GO:0007155;	892
XM_012830053.2	 GO:0035631;GO:0005938;GO:0009898;GO:0005829;GO:1990604;GO:0045121;GO:0005654;GO:0097057;GO:0002947;GO:0000151;GO:0012506;GO:0005174;GO:0019899;GO:0042802;GO:0031435;GO:0019901;GO:0019903;GO:0044877;GO:0030674;GO:0046625;GO:0031996;GO:0043120;GO:0005164;GO:0031625;GO:0004842;GO:0008270;GO:0006919;GO:0007250;GO:0034622;GO:0071732;GO:0071550;GO:0007249;GO:0070059;GO:1902042;GO:0034351;GO:1901215;GO:0051091;GO:2001238;GO:0043123;GO:1903721;GO:0032743;GO:0046330;GO:0043507;GO:0051092;GO:0002726;GO:1903265;GO:0097300;GO:0051865;GO:0030163;GO:0016579;GO:0070534;GO:0065003;GO:0042981;GO:1902041;GO:0043122;GO:0051023;GO:0043254;GO:0010803;GO:0034976;GO:0007165;GO:0033209;	1194
XM_031577121.1	 GO:0035631;GO:0005938;GO:0005737;GO:0009898;GO:0005829;GO:1990604;GO:0045121;GO:0032991;GO:0097057;GO:0002947;GO:0000151;GO:0012506;GO:0005174;GO:0019899;GO:0042802;GO:0031435;GO:0019901;GO:0019903;GO:0044877;GO:0030674;GO:0046625;GO:0031996;GO:0043120;GO:0005164;GO:0031625;GO:0004842;GO:0008270;GO:0007250;GO:0006915;GO:0034622;GO:0071732;GO:0043066;GO:0034351;GO:0051091;GO:2001238;GO:0043123;GO:1903721;GO:0032743;GO:0046330;GO:0043507;GO:0051092;GO:0002726;GO:1903265;GO:0097300;GO:0051865;GO:0030163;GO:0070534;GO:0042981;GO:0043122;GO:0051023;GO:0046328;GO:0043254;GO:0007165;GO:0033209;	1194
XM_031570957.1	 GO:0035631;GO:0005938;GO:0009898;GO:0005829;GO:1990604;GO:0045121;GO:0005654;GO:0097057;GO:0002947;GO:0000151;GO:0012506;GO:0005174;GO:0019899;GO:0042802;GO:0031435;GO:0019901;GO:0019903;GO:0044877;GO:0030674;GO:0046625;GO:0031996;GO:0043120;GO:0005164;GO:0031625;GO:0004842;GO:0008270;GO:0006919;GO:0007250;GO:0034622;GO:0071732;GO:0071550;GO:0007249;GO:0070059;GO:1902042;GO:0034351;GO:1901215;GO:0051091;GO:2001238;GO:0043123;GO:1903721;GO:0032743;GO:0046330;GO:0043507;GO:0051092;GO:0002726;GO:1903265;GO:0097300;GO:0051865;GO:0030163;GO:0016579;GO:0070534;GO:0065003;GO:0042981;GO:1902041;GO:0043122;GO:0051023;GO:0043254;GO:0010803;GO:0034976;GO:0007165;GO:0033209;	1186
XM_012815769.2	-	436
XM_012815817.2	 GO:0005737;GO:0000118;GO:0016363;GO:0005634;GO:0003677;GO:0042826;GO:0046872;GO:0070491;GO:0034333;GO:0007420;GO:0060271;GO:0007368;GO:0048596;GO:0030902;GO:0034111;GO:0045892;GO:0030335;GO:0031065;GO:0060828;GO:0017015;	395
XM_012831079.2	 GO:0005737;GO:0000118;GO:0016363;GO:0005634;GO:0003677;GO:0042826;GO:0046872;GO:0070491;GO:0034333;GO:0007420;GO:0060271;GO:0007368;GO:0048596;GO:0030902;GO:0034111;GO:0045892;GO:0030335;GO:0031065;GO:0060828;GO:0017015;	257
XM_031574963.1	 GO:0005829;GO:0005942;GO:0016303;GO:0046935;GO:0001784;GO:0002042;GO:0008286;GO:0006661;GO:0046854;GO:0030335;GO:0010628;GO:0001934;GO:0043491;GO:0043551;	1326
XM_012817515.2	 GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0000226;GO:0007017;GO:0000278;	788205
XM_031578076.1	 GO:0031672;GO:0030673;GO:0030863;GO:0009898;GO:0031430;GO:0016020;GO:0043005;GO:0005634;GO:0005886;GO:0045211;GO:0042383;GO:0016529;GO:0014731;GO:0030018;GO:0051117;GO:0008093;GO:0019899;GO:0044325;GO:0019903;GO:0030507;GO:0006888;GO:0048821;GO:0055072;GO:0015672;GO:0006779;GO:0010638;GO:0072659;GO:0007165;	14753
XM_031571020.1	 GO:0030673;GO:0016323;GO:0009898;GO:0005856;GO:0005829;GO:0031430;GO:0043005;GO:0005634;GO:0005886;GO:0045211;GO:0042383;GO:0016529;GO:0014731;GO:0030018;GO:0051117;GO:0008093;GO:0019899;GO:0044325;GO:0019903;GO:0030507;GO:0005200;GO:0005198;GO:0007010;GO:0006888;GO:0006887;GO:0045199;GO:0010638;GO:0072659;GO:0007165;	1550
XM_031569064.1	 GO:0005813;GO:0005576;GO:0001527;GO:0005654;GO:0005634;GO:0071005;GO:0005684;GO:0003723;GO:0000398;	28
XM_031577680.1	-	34
XM_012814702.2	 GO:0005887;GO:0004993;GO:0007198;GO:0007610;GO:0008283;GO:0050795;GO:0046883;GO:0007210;GO:0042310;	421
XM_012820629.2	 GO:0005887;GO:0004993;GO:0007198;GO:0007610;GO:0008283;GO:0050795;GO:0046883;GO:0007210;GO:0042310;	83
XM_012816309.2	 GO:0016021;GO:0031227;GO:0005635;GO:0046872;GO:0031624;GO:0061630;GO:0030534;GO:0042415;GO:0032436;GO:0031398;GO:0000209;GO:0050790;GO:0042428;	187
XM_012814631.2	 GO:0005768;GO:0043231;GO:0005654;GO:0001891;GO:0055038;GO:0042802;GO:0042803;GO:0019901;GO:0017137;GO:0030010;GO:0035773;GO:0006909;GO:0043547;GO:1903078;GO:0045055;GO:0035669;	135
XM_012821921.2	 GO:0005929;GO:0016021;GO:0005886;GO:0004930;GO:0004983;GO:0017046;GO:0007631;GO:0007186;GO:0042445;	1169
XM_012814822.2	 GO:0005929;GO:0016021;GO:0005886;GO:0004930;GO:0004983;GO:0017046;GO:0007631;GO:0007186;GO:0042445;	1188
XM_012822003.2	 GO:0016021;GO:0005886;GO:0004940;GO:0007189;GO:0045823;	75
